Time Stamp;Power Supply 1 Power;Voltage, V;Power Output(x10), W
Jan-24-2024 12:37:28.931 PM;29,2552638795;247,6914825439;292,552638795
Jan-24-2024 12:37:29.037 PM;29,2552638795;247,6914825439;292,552638795
Jan-24-2024 12:37:29.145 PM;29,2552638795;247,6914825439;292,552638795
Jan-24-2024 12:37:29.269 PM;29,2552638795;247,6914825439;292,552638795
Jan-24-2024 12:37:29.376 PM;29,2552638795;247,6914825439;292,552638795
Jan-24-2024 12:37:29.488 PM;29,2552638795;247,6914825439;292,552638795
Jan-24-2024 12:37:29.597 PM;30,0943942361;248,6415405273;300,943942361
Jan-24-2024 12:37:29.704 PM;30,0943942361;248,6415405273;300,943942361
Jan-24-2024 12:37:29.812 PM;30,0943942361;248,6415405273;300,943942361
Jan-24-2024 12:37:29.927 PM;30,0943942361;248,6415405273;300,943942361
Jan-24-2024 12:37:30.031 PM;30,0943942361;248,6415405273;300,943942361
Jan-24-2024 12:37:30.141 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.251 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.362 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.470 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.578 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.687 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.796 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:30.905 PM;29,4607681999;248,6109008789;294,607681999
Jan-24-2024 12:37:31.015 PM;29,5201365126;248,702835083;295,201365126
Jan-24-2024 12:37:31.124 PM;29,5201365126;248,702835083;295,201365126
Jan-24-2024 12:37:31.233 PM;29,5201365126;248,702835083;295,201365126
Jan-24-2024 12:37:31.344 PM;29,8159014532;245,9445800781;298,159014532
Jan-24-2024 12:37:31.451 PM;29,8159014532;245,9445800781;298,159014532
Jan-24-2024 12:37:31.561 PM;29,8159014532;245,9445800781;298,159014532
Jan-24-2024 12:37:31.670 PM;29,8159014532;245,9445800781;298,159014532
Jan-24-2024 12:37:31.782 PM;29,8159014532;245,9445800781;298,159014532
Jan-24-2024 12:37:31.892 PM;29,4592255034;243,0024414063;294,592255034
Jan-24-2024 12:37:32.003 PM;29,4592255034;243,0024414063;294,592255034
Jan-24-2024 12:37:32.111 PM;29,4592255034;243,0024414063;294,592255034
Jan-24-2024 12:37:32.219 PM;29,4592255034;243,0024414063;294,592255034
Jan-24-2024 12:37:32.326 PM;29,4592255034;243,0024414063;294,592255034
Jan-24-2024 12:37:32.435 PM;29,4592255034;243,0024414063;294,592255034
Jan-24-2024 12:37:32.545 PM;29,6988874405;241,8684997559;296,988874405
Jan-24-2024 12:37:32.652 PM;29,6988874405;241,8684997559;296,988874405
Jan-24-2024 12:37:32.761 PM;29,6988874405;241,8684997559;296,988874405
Jan-24-2024 12:37:32.869 PM;29,6988874405;241,8684997559;296,988874405
Jan-24-2024 12:37:32.981 PM;29,6988874405;241,8684997559;296,988874405
Jan-24-2024 12:37:33.088 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.196 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.305 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.415 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.523 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.630 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.739 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.848 PM;29,5911715546;242,144317627;295,911715546
Jan-24-2024 12:37:33.958 PM;29,7757335902;242,8798522949;297,757335902
Jan-24-2024 12:37:34.067 PM;29,7757335902;242,8798522949;297,757335902
Jan-24-2024 12:37:34.180 PM;29,7757335902;242,8798522949;297,757335902
Jan-24-2024 12:37:34.290 PM;29,7757335902;242,8798522949;297,757335902
Jan-24-2024 12:37:34.398 PM;29,9495607802;243,5234527588;299,495607802
Jan-24-2024 12:37:34.509 PM;29,9495607802;243,5234527588;299,495607802
Jan-24-2024 12:37:34.615 PM;29,9495607802;243,5234527588;299,495607802
Jan-24-2024 12:37:34.725 PM;29,9495607802;243,5234527588;299,495607802
Jan-24-2024 12:37:34.835 PM;29,9495607802;243,5234527588;299,495607802
Jan-24-2024 12:37:34.945 PM;29,9495607802;243,5234527588;299,495607802
